id,activity,title,creator,assignee,status,type,message_count
33245,2018-04-09.06:17:38,Unable to send CTRL_BREAK_EVENT,24543,None,1,5,2.0
1230540,2018-04-09.03:58:07,sys.excepthook doesn't work in threads,1797,None,1,5,14.0
33239,2018-04-08.23:41:40,tempfile module: functions with the 'buffering' option are incorrectly documented,21399,12260,1,None,3.0
33236,2018-04-08.18:27:41,MagicMock().__iter__.return_value is different from MagicMock().__iter__(),26063,None,1,None,1.0
25370,2018-04-08.16:55:06,Add support of pickling very large bytes and str objects with protocol < 4,15623,None,1,6,4.0
25451,2018-04-08.16:53:10,tkinter: PhotoImage transparency methods,22709,None,1,6,1.0
28053,2018-04-08.16:52:58,parameterize what serialization is used in multiprocessing,20485,20485,1,6,8.0
25735,2018-04-08.13:42:47,math.factorial doc should mention integer return type,19269,12260,1,None,8.0
33213,2018-04-07.13:33:00,crypt function not hashing properly on Mac (uses a specific salt),28215,None,1,4,11.0
23649,2018-04-07.10:01:02,tarfile not re-entrant for multi-threading,20973,None,1,5,11.0
33227,2018-04-06.22:11:02,Cmd do_something only accepts one argument,19740,None,1,6,6.0
33187,2018-04-06.21:29:36,Document ElementInclude (XInclude) support in ElementTree,2153,12260,1,6,1.0
32933,2018-04-06.17:14:17,mock_open does not support iteration around text files.,24505,None,1,5,3.0
33235,2018-04-06.16:43:41,Better help text for dict.setdefault,21003,12260,1,6,4.0
33214,2018-04-06.16:29:01,join method for list and tuple,26380,None,1,6,4.0
33210,2018-04-06.14:30:40,"pkgutil.walk_packages ""prefix"" option docs are misleading",25166,12260,1,5,4.0
18875,2018-04-06.03:41:01,"Idle: Auto insertion of the closing parens, brackets, and braces",11389,155,1,6,13.0
33232,2018-04-05.23:08:46,Segmentation fault in operator.attrgetter,28235,2731,1,None,3.0
27805,2018-04-05.19:40:33,"io.open('/dev/stdout', 'a') raises OSError with errno=ESPIPE",632,None,1,5,11.0
33228,2018-04-05.16:41:07,Use Random.choices in tempfile,18315,None,1,7,7.0
6721,2018-04-05.13:53:19,Locks in the standard library should be sanitized on fork,252,None,1,6,119.0
33223,2018-04-05.05:01:18,test_posix fails ERRNO 0,28210,None,1,None,2.0
31033,2018-04-04.22:04:42,Add argument to .cancel() of Task and Future,13573,None,1,6,11.0
33225,2018-04-04.17:40:42,imaplib module IMAP4.append() unexpected response BAD Command Error,27863,None,1,5,1.0
33221,2018-04-04.02:43:26,Add stats for asyncio task usage.,10303,None,1,None,6.0
15088,2018-04-03.21:49:11,"PyGen_NeedsFinalizing is public, but undocumented",1309,12260,1,None,8.0
33193,2018-04-03.13:55:36,Cannot create a venv on Windows when directory path contains dollar character,28206,None,1,1,2.0
33181,2018-04-03.11:02:24,SimpleHTTPRequestHandler shouldn't redirect to directories with code 301,28196,None,1,None,9.0
33212,2018-04-03.06:27:07,add several options to msgfmt.py,14057,None,1,6,2.0
32174,2018-04-03.01:08:09,nonASCII punctuation characters can not display in python363.chm.,16852,None,1,5,9.0
33204,2018-04-02.16:12:59,IDLE: remove \b from colorizer string prefix,155,155,1,5,12.0
32623,2018-04-02.11:56:14,Resize dict on del/pop,16198,None,1,6,9.0
33196,2018-04-01.23:45:19,SEGV in mp.synchronize.Lock.__repr__ in spawn'ed proc if ctx mismatched,25351,None,1,1,2.0
33192,2018-04-01.23:35:09,asyncio should use signal.set_wakeup_fd on Windows,9811,None,1,5,1.0
22781,2018-04-01.22:36:33,ctypes: Differing results between Python and C.,20362,None,1,None,6.0
29753,2018-04-01.16:18:14,Ctypes Packing Bitfields Incorrectly - Linux,23035,None,1,5,9.0
33194,2018-04-01.13:41:21,Path-file objects does not have method to delete itself if its a file,26422,None,1,6,3.0
33130,2018-04-01.06:38:24,functools.reduce signature/docstring discordance,28162,12260,1,6,3.0
32419,2018-04-01.03:16:19,Add unittest support for pyc projects,27627,None,1,6,9.0
29595,2018-03-31.17:06:25,Expose max_queue_size in ThreadPoolExecutor,25601,None,1,6,6.0
31544,2018-03-31.12:29:12,gettext.Catalog title is not flagged as a class,27019,12260,1,6,3.0
33190,2018-03-31.02:58:22,problem with ABCMeta.__prepare__ when called after types.new_class,28173,None,1,5,5.0
33150,2018-03-30.21:11:43,Signature error for methods of class configparser.Interpolation,24059,None,1,2,2.0
33147,2018-03-30.20:47:47,Update references for RFC 3548 to RFC 4648,17756,12260,1,None,3.0
33180,2018-03-30.18:48:27,Flag for unusable sys.executable,16632,16632,1,5,4.0
20928,2018-03-30.16:41:23,xml.etree.ElementInclude does not include nested xincludes,19219,None,1,6,19.0
18814,2018-03-30.06:52:39,"Add utilities to ""clean"" surrogate code points from strings",1309,None,1,6,55.0
33074,2018-03-29.20:47:50,dbm corrupts index on macOS (_dbm module),2718,None,1,None,5.0
5315,2018-03-29.20:05:00,signal handler never gets called,10115,12260,1,5,9.0
33166,2018-03-29.18:03:19,os.cpu_count() returns wrong number of processors on specific systems,28176,None,1,5,16.0
24234,2018-03-29.15:25:14,Should we define complex.__complex__ and bytes.__bytes__?,5,None,1,None,4.0
33179,2018-03-29.15:18:10,Investigate using a context variable for zero-arg super initialisation,1309,None,1,6,4.0
30672,2018-03-29.14:43:28,PEP 538: Unexpected locale behaviour on *BSD (including Mac OS X),1309,1309,1,5,8.0
33178,2018-03-29.13:52:51,Add support for BigEndianUnion and LittleEndianUnion in ctypes,28195,None,1,6,2.0
9584,2018-03-29.06:20:57,"fnmatch, glob: Allow curly brace expansion",12826,None,1,6,53.0
32798,2018-03-29.00:32:01,"mmap.flush() on Linux does not accept the ""offset"" and ""size"" args",27911,12260,1,5,7.0
24132,2018-03-29.00:21:19,Direct sub-classing of pathlib.Path,21574,None,1,5,22.0
33173,2018-03-28.23:46:24,GzipFile's .seekable() returns True even if underlying buffer is not seekable,28184,None,1,None,1.0
32234,2018-03-28.21:06:29,Add context management to mailbox.Mailbox,27503,None,1,6,11.0
33124,2018-03-28.15:18:32,Lazy execution of module bytecode,83,None,1,6,3.0
33171,2018-03-28.14:56:29,multiprocessing won't utilize all of platform resources,28176,None,1,5,1.0
33168,2018-03-28.14:21:21,distutils build/build_ext and --debug,22845,None,1,None,1.0
26707,2018-03-28.12:56:42,plistlib fails to parse bplist with 0x80 UID values,19617,925,1,6,17.0
33167,2018-03-28.11:53:07,RFC Documentation Updates to urllib.parse.rst,26010,12260,1,None,1.0
32745,2018-03-28.09:07:54,ctypes string pointer fields should accept embedded null characters,66,None,1,5,4.0
33161,2018-03-28.01:08:02,Refactor of pathlib's _WindowsBehavior.gethomedir,28185,None,1,6,1.0
33153,2018-03-27.22:39:18,interpreter crash when multiplying large tuples,23860,None,1,1,6.0
32850,2018-03-27.22:34:22,Run gc_collect() before complaining about dangling threads,7320,None,1,3,9.0
33159,2018-03-27.19:35:14,Implement PEP 473,9784,None,1,None,1.0
33155,2018-03-27.19:29:07,Use super().method instead in Logging,27227,328,1,6,1.0
25257,2018-03-27.18:43:40,In subject line email library inserts unwanted space after a thousands comma in a number,22368,None,1,5,7.0
13829,2018-03-27.18:28:30,exception error in _scproxy.so when called after fork,15385,None,1,1,14.0
33158,2018-03-27.17:17:55,Add fileobj property to csv reader and writer objects,4331,None,1,6,2.0
32742,2018-03-27.16:53:40,zipfile extractall needlessly re-wraps ZipInfo instances,27865,None,1,6,3.0
33111,2018-03-27.14:53:47,"Merely importing tkinter breaks parallel code (multiprocessing, sharedmem)",28138,None,1,1,10.0
33014,2018-03-27.13:41:30,Clarify str.isidentifier docstring; fix keyword.iskeyword docstring,11758,12260,1,5,20.0
33146,2018-03-27.13:11:29,contextlib.suppress should capture exception for inspection and filter on substrings,1290,None,1,6,4.0
16482,2018-03-27.11:05:02,pdb.set_trace() clobbering traceback on error,16879,None,1,5,8.0
33154,2018-03-27.10:59:31,subprocess.Popen ResourceWarning should have activation-deactivation flags,24059,None,1,3,2.0
30100,2018-03-27.03:24:05,WeakSet should allow discard and remove on items that can't have weak references,25984,None,1,6,7.0
31504,2018-03-26.15:02:21,Documentation for return value for string.rindex is missing when search string is empty,26614,12260,3,6,14.0
24925,2018-03-26.14:56:22,Allow doctest to find line number of __test__ strings if formatted as a triple quoted string.,9663,None,1,5,6.0
20082,2018-03-26.12:24:47,Misbehavior of BufferedRandom.write with raw file in append mode,13967,None,1,5,2.0
33122,2018-03-26.09:42:57,ftplib: FTP_TLS seems to have problems with sites that close the encrypted channel themselfes,28152,None,1,5,3.0
23952,2018-03-25.23:29:23,cgi: Document the 'maxlen' member of the cgi module,21369,12260,1,None,1.0
33140,2018-03-25.23:00:21,shutil.chown on Windows,16413,None,1,5,2.0
33139,2018-03-25.21:10:27,"Bdb doesn't find instruction in linecache after pdb.set_trace() following os.chdir(""/tmp"")",28172,None,1,5,1.0
6671,2018-03-25.19:05:48,webbrowser doesn't respect xfce default browser,10971,None,1,5,14.0
31869,2018-03-25.16:50:36,commentary on ssl.PROTOCOL_TLS,27260,12260,1,None,2.0
31823,2018-03-25.13:47:31,Opaque default value for close_fds argument in Popen.__init__,27215,None,1,None,2.0
24565,2018-03-25.12:31:37,the f_lineno getter is broken,12652,None,1,5,6.0
33137,2018-03-25.12:01:28,line traces may be missed on backward jumps when instrumented with dtrace,12652,None,1,5,1.0
33136,2018-03-25.11:28:22,Harden ssl module against CVE-2018-8970,3108,3108,1,4,3.0
33133,2018-03-25.09:21:10,Don't return implicit optional types by get_type_hints,21414,None,1,5,3.0
33135,2018-03-25.06:10:23,Define field prefixes for the various config structs,1309,None,1,6,1.0
28677,2018-03-24.06:48:52,"difficult to parse sentence structure in ""When an instance attribute is referenced that isn't a data attribute""",24679,12260,1,6,4.0
22257,2018-03-24.04:19:37,PEP 432: Redesign the interpreter startup sequence,1309,1309,1,6,27.0
32968,2018-03-24.03:11:42,Fraction modulo infinity should behave consistently with other numbers,13416,None,1,None,19.0
33121,2018-03-24.01:29:03,recv returning 0 on closed connection not documented,28151,12260,1,6,2.0
33117,2018-03-24.00:07:46,asyncio example uses non-existing/documented method,28146,12260,1,None,1.0
31793,2018-03-23.21:20:26,Allow to specialize smart quotes in documentation translations,23063,12260,1,None,7.0
33092,2018-03-23.17:18:04,The bytecode for f-string formatting is inefficient.,13034,None,1,7,5.0
33125,2018-03-23.16:21:29,Windows 10 ARM64 platform support,28158,None,1,6,5.0
30953,2018-03-23.12:46:47,Fatal python error when jumping into except clause,19901,None,1,1,6.0
23434,2018-03-23.02:26:43,support encoded filename in Content-Disposition for HTTP in cgi.FieldStorage,14473,None,1,6,8.0
6083,2018-03-22.20:23:31,Reference counting bug in PyArg_ParseTuple and PyArg_ParseTupleAndKeywords,10583,None,1,1,22.0
33118,2018-03-22.18:58:50,No clean way to get notified when a Transport's write buffer empties out,28066,None,1,6,10.0
33123,2018-03-22.18:00:58,Path.unlink should have a missing_ok parameter,28153,None,1,6,1.0
19979,2018-03-22.14:40:18,Missing nested scope vars in class scope (bis),43,None,3,6,7.0
30076,2018-03-22.10:21:05,Opcode names BUILD_MAP_UNPACK_WITH_CALL and BUILD_TUPLE_UNPACK_WITH_CALL are too long,15623,12260,1,6,4.0
25828,2018-03-22.10:15:50,PyCode_Optimize() (peephole optimizer) doesn't handle KeyboardInterrupt correctly,2377,None,1,1,3.0
26286,2018-03-22.09:34:33,dis module: coroutine opcode documentation clarity,15267,16198,1,None,2.0
13677,2018-03-22.08:38:26,correct docstring for builtin compile,15267,12260,1,5,5.0
33110,2018-03-22.00:00:44,"Adding a done callback to a concurrent.futures Future once it has already completed, may raise an exception, contrary to docs",28137,None,1,5,1.0
15248,2018-03-21.18:59:34,"Better explain ""TypeError: 'tuple' object is not callable""",16201,12260,1,6,8.0
9338,2018-03-21.17:27:23,"argparse optionals with nargs='?', '*' or '+' can't be followed by positionals",2074,None,1,5,22.0
33102,2018-03-21.14:51:24,get the nth folder of a given path,28128,None,1,6,4.0
25345,2018-03-21.13:36:54,Unable to install Python 3.5 on Windows 10,22635,None,1,3,11.0
13475,2018-03-21.12:26:54,Add '-p'/'--path0' command line option to override sys.path[0] initialisation,1309,None,1,None,33.0
23239,2018-03-21.11:03:48,SSL match_hostname does not accept IP Address,20668,None,1,6,13.0
33113,2018-03-21.08:52:06,Query performance is very low and can even lead to denial of service,28143,None,1,4,1.0
32941,2018-03-21.03:11:59,mmap should expose madvise(),2040,None,1,6,2.0
28577,2018-03-21.02:14:00,ipaddress.ip_network(...).hosts() returns nothing for an IPv4 /32,15264,None,1,5,9.0
33083,2018-03-21.01:31:47,math.factorial accepts non-integral Decimal instances,1118,None,1,5,7.0
33077,2018-03-20.22:04:40,typing: Unexpected result with value of instance of class inherited from typing.NamedTuple,28104,12260,1,5,10.0
11566,2018-03-20.10:54:27,hypot define in pyconfig.h clashes with g++'s cmath,3935,None,1,2,14.0
19417,2018-03-20.09:43:06,Bdb: add a unittest file (test.test_bdb),18472,155,1,6,16.0
33084,2018-03-20.09:23:12,"Computing median, median_high an median_low in statistics library",28113,None,1,5,9.0
33089,2018-03-20.01:49:38,Add multi-dimensional Euclidean distance function to the math module,114,None,1,6,13.0
33105,2018-03-20.01:12:55,os.path.isfile returns false on Windows when file path is longer than 260 characters,28131,None,1,5,4.0
1467929,2018-03-20.01:11:32,%-formatting and dicts,4,None,1,5,23.0
33087,2018-03-20.00:19:56,No reliable clean shutdown method,28117,None,1,6,2.0
32756,2018-03-19.17:26:11,argparse: parse_known_args: raising exception on unknown arg following known one,27875,None,1,None,6.0
32642,2018-03-18.22:18:44,add support for path-like objects in sys.path,12075,None,1,6,16.0
32867,2018-03-18.22:03:00,argparse assertion failure with multiline metavars,27964,None,1,5,6.0
33017,2018-03-18.21:44:54,Special set-cookie setting will bypass Cookielib,25800,None,1,None,2.0
32949,2018-03-18.21:37:32,"Simplify ""with""-related opcodes",15623,None,1,7,8.0
32958,2018-03-18.20:35:56,socket module calls with long host names can fail with idna codec error,28021,None,1,None,4.0
21018,2018-03-17.21:36:07,[patch] added missing documentation about escaping characters for configparser,19288,12260,1,6,7.0
27069,2018-03-17.21:29:49,webbrowser creates zombi processes in the background mode,2377,None,1,None,6.0
33047,2018-03-17.18:28:51,"""RuntimeError: dictionary changed size during iteration"" using trace.py module",27841,None,1,5,6.0
33091,2018-03-17.10:38:52,ssl.SSLError: Invalid error code (_ssl.c:2217),20689,16632,1,5,2.0
29270,2018-03-17.01:22:01,super call in ctypes sub-class fails in 3.6,22846,None,1,5,11.0
33088,2018-03-16.20:08:00,Cannot pass a SyncManager proxy to a multiprocessing subprocess on Windows,26064,None,1,5,1.0
25410,2018-03-16.19:45:01,Clean up and fix OrderedDict,15623,None,1,5,33.0
32822,2018-03-16.18:56:03,finally block doesn't re-raise exception if return statement exists inside,27930,12260,1,6,5.0
32476,2018-03-16.16:58:53,Add concat functionality to ElementTree xpath find,27616,None,1,6,6.0
1100942,2018-03-16.13:34:39,Add datetime.time.strptime and datetime.date.strptime,3581,None,1,6,47.0
33073,2018-03-16.08:21:35,Add as_integer_ratio() to int() objects,114,23970,1,6,17.0
33085,2018-03-16.06:59:49,*** Error in `python': double free or corruption (out): 0x00007ff5254d50d0 ***,28114,None,1,1,1.0
33080,2018-03-16.02:23:07,regen-importlib is causing build races against other regen-all targets in Makefile.pre.in,28109,None,1,None,1.0
26680,2018-03-15.19:05:36,Incorporating float.is_integer into the numeric tower and Decimal,23693,None,1,6,45.0
27657,2018-03-15.18:57:46,urlparse fails if the path is numeric,18874,None,1,5,8.0
32825,2018-03-15.08:45:48,warn user of creation of multiple Tk instances,21129,None,1,5,2.0
32805,2018-03-15.08:31:18,Possible integer overflow when call PyDTrace_GC_DONE(),15623,None,1,5,2.0
24194,2018-03-15.00:55:40,tokenize fails on some Other_ID_Start or Other_ID_Continue,15104,11255,1,5,3.0
12731,2018-03-15.00:33:15,python lib re uses obsolete sense of \w in full violation of UTS#18 RL1.2a,14713,12260,1,5,12.0
33076,2018-03-14.21:14:36,"Trying to cleanly terminate a threaded Queue at exit of program raises an ""EOFError""",27841,None,1,5,1.0
25750,2018-03-14.20:10:30,"tp_descr_get(self, obj, type) is called without owning a reference to ""self""",16197,15623,1,1,12.0
27910,2018-03-14.18:03:55,Doc/library/traceback.rst — references to tuples should be replaced with new FrameSummary object,24504,12260,1,5,9.0
32885,2018-03-14.17:52:31,Tools/scripts/pathfix.py leaves bunch of ~ suffixed files around with no opt-out,25227,None,1,5,5.0
33062,2018-03-14.06:04:11,ssl_renegotiate() doesn't seem to be exposed,28066,3108,1,6,8.0
33071,2018-03-14.00:40:12,Document that PyPI no longer requires 'register',24890,12260,1,6,1.0
28612,2018-03-13.23:47:12,str.translate needs a mapping example,15267,12260,1,6,10.0
22872,2018-03-13.22:31:22,multiprocessing.Queue raises AssertionError,20433,None,1,6,5.0
33054,2018-03-13.22:06:33,unittest blocks when testing function using multiprocessing.Pool with state spawn,28089,None,1,5,2.0
28716,2018-03-13.21:54:21,Fractions instantiation revisited,18315,None,1,5,12.0
23599,2018-03-13.21:01:43,single and double quotes stripped upon paste with MacPorts libedit,20933,5248,1,5,11.0
33063,2018-03-13.19:14:24,failed to build _ctypes: undefined reference to `ffi_closure_FASTCALL',20286,None,1,None,7.0
33067,2018-03-13.17:40:23,http.client no longer sends HTTP request in one TCP package,3108,None,1,5,1.0
30528,2018-03-13.14:25:06,"ipaddress.IPv{4,6}Network.reverse_pointer is broken",19285,None,1,5,5.0
33070,2018-03-13.13:50:44,Add platform triplet for RISC-V,17791,None,1,6,None
33066,2018-03-13.09:19:42,raise an exception from multiple positions break the traceback frames,28097,None,1,5,1.0
33025,2018-03-13.08:58:05,urlencode produces bad output from ssl.CERT_NONE and friends that chokes decoders,28066,12590,1,1,2.0
20917,2018-03-12.23:24:33,Idle: Enhance font change notification system,155,155,1,5,4.0
24518,2018-03-12.22:55:08,json.dumps should accept key function for ``sort_keys``,2560,886,1,6,7.0
32085,2018-03-12.22:51:24,[Security] A New Era of SSRF - Exploiting URL Parser in Trending Programming Languages!,2377,None,1,4,4.0
33058,2018-03-12.22:05:43,Enhance Python's Memory Instrumentation with COUNT_ALLOCS,27986,None,1,6,4.0
33059,2018-03-12.21:05:31,netrc module validates file mode only for /home/user/.netrc,28093,None,1,4,1.0
32972,2018-03-12.20:52:46,unittest.TestCase coroutine support,28027,None,1,6,28.0
33048,2018-03-12.18:56:06,macOS job broken on Travis CI,2040,None,1,2,5.0
22102,2018-03-12.18:44:20,Zipfile generates Zipfile error in zip with 0 total number of disk in Zip64 end of central directory locator,19967,None,1,5,6.0
3014,2018-03-12.17:45:35,file_dealloc() assumes errno is set when EOF is returned,5252,None,1,5,5.0
29712,2018-03-12.12:55:57,--enable-optimizations does not work with --enable-shared,25700,None,1,None,3.0
33050,2018-03-12.06:29:39,Centralized documentation of assumptions made by C code,28082,12260,1,None,2.0
32985,2018-03-12.00:49:50,subprocess.Popen: Confusing documentation for restore_signals,18154,None,1,None,2.0
32982,2018-03-12.00:42:44,Parse out invisible Unicode characters?,18930,None,1,5,4.0
33052,2018-03-11.21:32:59,Sporadic segmentation fault in test_datetime,2040,None,1,1,1.0
32971,2018-03-11.19:28:39,Docs on unittest.TestCase.assertRaises() should clarify context manager details,28026,12260,1,None,2.0
33016,2018-03-11.10:21:00,nt._getfinalpathname may use uninitialized memory,25071,16632,1,5,11.0
33046,2018-03-11.05:14:08,IDLE option to strip trailing whitespace automatically on save,114,155,1,6,1.0
33043,2018-03-10.23:25:47,Add a 'Contributing to Docs' link at the bottom of docs.python.org,18982,12260,1,None,3.0
32836,2018-03-10.23:11:49,"Symbol table for comprehensions (list, dict, set) still includes temporary _[1] variable",348,None,1,5,4.0
32165,2018-03-10.18:41:45,PyEval_InitThreads is called before Py_Initialize in LoadPython in Modules/_ctypes/callbacks.c,27470,None,1,None,1.0
32917,2018-03-10.15:05:50,ConfigParser writes a superfluous final blank line,27993,None,3,5,13.0
33039,2018-03-10.11:34:44,int() and math.trunc don't accept objects that only define __index__,1309,12260,1,6,2.0
32758,2018-03-10.00:14:06,Stack overflow when parse long expression to AST,15623,None,1,1,23.0
24084,2018-03-09.20:25:05,pstats: sub-millisecond display,19250,None,1,6,6.0
33007,2018-03-09.20:21:18,Objects referencing private-mangled names do not roundtrip properly under pickling.,16370,None,1,None,1.0
30077,2018-03-09.20:13:26,Support Apple AIFF-C pseudo compression in aifc.py,25966,15623,1,6,4.0
33033,2018-03-09.09:34:18,Clarify that the signed number convertors to PyArg_ParseTuple... *do* overflow checking,16370,12260,1,None,3.0
28626,2018-03-09.02:36:34,Tutorial: rearrange discussion of output formatting to encourage f-strings,20,12260,1,6,4.0
33030,2018-03-08.22:27:25,GetLastError() may be overwritten by Py_END_ALLOW_THREADS,16632,None,1,5,7.0
33029,2018-03-08.19:12:29,Invalid function cast warnings with gcc 8 for getter and setter functions,17770,None,1,2,1.0
29871,2018-03-08.17:46:30,Enable optimized locks on Windows,19135,None,1,7,6.0
28113,2018-03-08.16:20:52,Remove Py_CreateSymbolicLinkW,16413,None,1,6,3.0
33028,2018-03-08.15:20:54,tempfile.TemporaryDirectory incorrectly documented,23908,12260,1,None,1.0
33024,2018-03-08.11:51:39,asyncio.WriteTransport.set_write_buffer_limits orders its args unintuitively and inconsistently with its companion function's return value,28066,None,1,5,2.0
33019,2018-03-08.07:27:45,Review usage of environment variables in the stdlib,2040,None,1,4,5.0
32986,2018-03-07.23:10:04,"multiprocessing, default assumption of Pool size unhelpful",28037,None,1,6,12.0
29708,2018-03-07.18:41:15,support reproducible Python builds,23041,None,1,None,25.0
30008,2018-03-07.07:51:41,OpenSSL 1.1.0 deprecated functions,15837,None,1,2,9.0
8840,2018-03-07.01:04:34,truncate() semantics changed in 3.1.2,155,12260,1,5,14.0
33010,2018-03-06.22:07:18,os.path.isdir() returns True for broken directory symlinks or junctions,25071,None,1,5,5.0
31349,2018-03-06.17:33:28,Embedded initialization ignores Py_SetProgramName(),18733,None,1,5,7.0
33008,2018-03-06.14:46:59,urllib.request.parse_http_list incorrectly strips backslashes,10930,None,1,None,1.0
33002,2018-03-06.08:32:13,Making a class formattable as hex/oct integer with printf-style formatting requires both __int__ and __index__ for no good reason,19135,None,1,None,4.0
32919,2018-03-06.00:42:52,csv.reader() to support QUOTE_ALL,27994,None,1,6,3.0
33003,2018-03-05.22:36:31,urllib: Document parse_http_list,10930,12260,1,6,1.0
20092,2018-03-05.21:16:06,type() constructor should bind __int__ to __index__ when __index__ is defined and __int__ is not,12590,None,1,6,17.0
32921,2018-03-05.17:53:23,.pth files cannot contain folders with utf-8 names,27999,None,1,5,2.0
31880,2018-03-05.15:31:08,subprocess process interaction with IDLEX GUI causes pygnuplot silent failures,17129,None,1,5,4.0
31528,2018-03-05.14:16:43,Let ConfigParser parse systemd units,26567,None,1,6,1.0
28955,2018-03-05.12:06:01,Not matched behavior of numeric comparison with the documentation,24993,12260,1,6,3.0
1410680,2018-03-05.12:02:23,Add 'surgical editing' to ConfigParser,737,12704,1,6,14.0
32995,2018-03-05.10:11:32,Add a glossary entry for context variables,15623,12260,1,6,1.0
32871,2018-03-05.05:32:48,Interrupt .communicate() on SIGTERM/INT,25027,None,1,5,3.0
32973,2018-03-05.03:35:21,Importing the same extension module under multiple names breaks non-reinitialisable extension modules,14,None,1,5,5.0
17239,2018-03-05.00:46:11,XML vulnerabilities in Python,3108,None,1,4,8.0
17318,2018-03-05.00:46:04,xml.sax and xml.dom fetch DTDs by default,17399,None,1,3,2.0
31658,2018-03-05.00:37:50,xml.sax.parse won't accept path objects,9348,None,1,5,1.0
32989,2018-03-05.00:34:04,IDLE: Fix pyparse.find_good_parse_start and its bad editor call,25861,155,1,6,7.0
32130,2018-03-05.00:31:31,xml.sax parser validation sometimes fails when obtaining DTDs from https sites,27439,None,1,4,1.0
14266,2018-03-04.22:34:43,pyunit script as shorthand for python -m unittest,9716,9716,1,None,15.0
32820,2018-03-04.15:27:31,Add __format__ method to ipaddress,27928,None,1,6,28.0
21998,2018-03-04.00:16:44,asyncio: support fork,2377,16198,1,None,53.0
32990,2018-03-03.18:09:46,Supporting extensible format(PCM) for wave.open(read-mode),28040,None,1,6,3.0
32730,2018-03-03.17:53:46,Allow py launcher to launch other registered Pythons,27856,None,1,6,3.0
12750,2018-03-03.01:50:06,add cross-platform support for %s strftime-format code,14723,1427,1,6,29.0
28124,2018-03-03.01:09:54,Rework SSL module documentation,3108,12260,1,6,3.0
32880,2018-03-03.00:44:56,IDLE: Fix and update and cleanup pyparse,155,155,1,5,21.0
32955,2018-03-02.20:09:33,IDLE crashes when trying to save a file,28016,155,1,1,3.0
32983,2018-03-02.19:53:42,UnicodeDecodeError 'ascii' codec can't decode byte in position - ordinal not in range(128),28035,None,1,2,4.0
28134,2018-03-02.18:10:47,socket.socket(fileno=fd) does not work as documented,3108,3108,1,5,23.0
32978,2018-03-02.17:45:16,Issues with reading large float values in AIFC files,15623,None,1,5,10.0
3177,2018-03-02.17:06:15,Add shutil.open,8557,None,1,6,62.0
32430,2018-03-02.12:36:16,"Simplify Modules/Setup{,.dist,.local}",23063,None,1,6,20.0
29890,2018-03-02.04:59:54,Constructor of ipaddress.IPv*Interface does not follow documentation,20788,None,1,5,9.0
16806,2018-03-02.04:18:50,col_offset is -1 and lineno is wrong for multiline string expressions,12869,None,1,6,11.0
32975,2018-03-02.02:29:36,mailbox: It would be nice to move mailbox.Message from legacy email.message.Message API to new EmailMessage API,18684,None,1,6,4.0
32818,2018-03-02.01:46:24,subprocess crash under Windows compatibility mode,19314,None,1,1,6.0
32977,2018-03-01.23:20:59,added acts_like decorator to dataclasses module,28031,None,1,6,2.0
23102,2018-03-01.21:17:44,distutils: isinstance checks fail with setuptools-monkeypatched Extension/Distribution,20499,None,1,5,12.0
32937,2018-03-01.19:19:31,Multiprocessing worker functions not terminating with a large number of processes and a manager,21896,None,1,None,7.0
32976,2018-03-01.12:52:49,linux/random.h present but cannot be compiled,28030,None,1,2,1.0
32974,2018-03-01.02:56:35,Add bitwise operations and other missing comparison methods to Python's IP address module,28028,None,1,6,1.0
32940,2018-02-28.23:12:17,IDLE: pyparse - simplify StringTranslatePseudoMapping,25861,155,1,6,15.0
13830,2018-02-28.18:24:13,codecs error handler is called with a UnicodeDecodeError with the same args,1076,None,1,5,4.0
32959,2018-02-28.01:30:34,zipimport fails when the ZIP archive contains more than 65535 files,9699,None,1,5,2.0
32966,2018-02-28.01:22:47,Python 3.6.4 - 0x80070643 - Fatal Error during installation,28025,None,1,1,2.0
18387,2018-02-27.23:58:15,Add 'symbols' link to pydoc's html menu bar.,3792,None,1,6,11.0
31961,2018-02-27.23:38:27,subprocess._execute_child doesn't accept a single PathLike argument for args,24652,252,1,6,30.0
31512,2018-02-27.23:20:32,Add non-elevated symlink support for dev mode Windows 10,23166,None,1,6,3.0
9635,2018-02-27.20:48:25,Add Py_BREAKPOINT and sys._breakpoint hooks,11193,None,1,6,10.0
10381,2018-02-27.19:58:30,Add timezone support to datetime C API,1427,1427,1,6,12.0
27313,2018-02-27.18:56:35,test case failures in test_widgets.ComboboxTest.of test_ttk_guionly on OS X with Cocoa Tk 8.5.18,5248,None,1,None,7.0
32951,2018-02-27.10:17:35,Prohibit direct instantiation of SSLSocket and SSLObject,3108,3108,1,5,3.0
26792,2018-02-27.04:24:25,"docstrings of runpy.run_{module,path} are rather sparse",16370,12260,1,6,2.0
32922,2018-02-27.01:39:55,dbm.open() encodes filename with default encoding rather than the filesystem encoding,24111,15623,1,5,6.0
32222,2018-02-26.23:23:30,pygettext doesn't extract docstrings for functions with type annotated params,27510,15623,1,5,5.0
32147,2018-02-26.20:35:47,improve performance of binascii.unhexlify() by using conversion table,26421,None,1,7,10.0
29334,2018-02-26.20:22:20,"ssl.SSLObject method getpeercert() is buggy, do_handshake() is strange",25383,None,1,5,12.0
