id,activity,title,creator,assignee,status,type,message_count
29374,2017-01-27.19:38:37,Doc: signal.sig(timed)wait do not work outside the main thread,25414,12260,1,5,2.0
23163,2017-01-27.16:54:56,pdb docs need to contain a statement on threads/multithreaded debugging,19016,None,1,6,6.0
25667,2017-01-27.13:12:17,Supply dual-stack (IPv4/IPv6) socket bind routine,1290,None,1,6,4.0
23448,2017-01-26.21:22:28,urllib2 needs to remove scope from IPv6 address when creating Host header,20812,None,1,5,3.0
29375,2017-01-26.21:13:35,httplib: wrong Host header when connecting to IPv6 link-local address,25415,None,1,5,3.0
29370,2017-01-25.22:17:39,"""./configure --enable-optimizations && make install"" does not install files in ${BINDIR} and ${LIBDIR}",13838,None,1,5,1.0
29333,2017-01-25.13:32:16,ConfigParser calls Interpolation.before_read after reading,23579,None,1,5,1.0
29336,2017-01-25.12:40:25,merge tuples in module,10371,None,3,6,15.0
29365,2017-01-25.06:18:45,parallel make test or make install can fail building pgen when configure --enable-optimizations is used,252,None,1,2,3.0
14074,2017-01-25.05:38:09,argparse allows nargs>1 for positional arguments but doesn't allow metavar to be a tuple,13754,None,1,None,6.0
29363,2017-01-24.20:27:11,allow Python code to determine class help text,12590,None,1,5,6.0
18235,2017-01-24.17:37:35,_sysconfigdata.py wrong on AIX installations,17767,None,1,5,54.0
29341,2017-01-24.06:33:10,Missing accepting path-like object in docstrings of os module functions,21530,12260,1,None,3.0
29343,2017-01-24.04:45:29,sock.close() raises OSError EBADF when socket's fd is closed,3108,None,1,5,5.0
29152,2017-01-23.21:12:35,unittest subTest does not call addFailure,11348,None,1,5,4.0
29350,2017-01-23.17:51:01,Add support of multiple signatures,15623,None,1,6,3.0
28651,2017-01-23.11:03:08,Make objects with empty __slots__ GC types,16198,None,1,None,4.0
29342,2017-01-22.11:24:41,os.posix_fadvise misreports errors,24859,None,1,None,2.0
29099,2017-01-22.06:33:59,sqlite3 timestamp converter cannot handle timezone,25226,None,1,6,32.0
15997,2017-01-22.04:54:48,NotImplemented needs to be documented,13096,12260,1,6,8.0
28785,2017-01-22.04:45:40,Clarify the behavior of __eq__() returning NotImplemented,13096,12260,1,6,4.0
29199,2017-01-21.17:55:02,test_regrtest fails if PCBuild directory doesn't exist,19901,None,1,5,1.0
29267,2017-01-21.11:26:23,Cannot override some flags in CFLAGS from the command-line,25341,None,1,5,2.0
8706,2017-01-21.07:13:37,accept keyword arguments on most base type methods and builtins,252,None,1,6,25.0
29323,2017-01-19.23:53:21,Wrong documentation (Library) for unicode and str comparison,25378,12260,1,5,5.0
29330,2017-01-19.23:45:11,__slots__ needs documentation,25381,114,1,None,4.0
29313,2017-01-19.13:38:02,msi by bdist_msi will fail execute install-scripts if space in present in python path,25372,None,1,1,2.0
29320,2017-01-19.12:53:54,bdist_msi install_script fail to execute if alt python location specified,25372,None,1,1,1.0
29309,2017-01-19.09:25:21,Interpreter hang when interrupting a loop.run_in_executor() future,25370,None,1,5,3.0
11992,2017-01-18.11:32:14,sys.settrace doesn't disable tracing if a local trace function returns None,3911,3911,1,5,3.0
20559,2017-01-18.11:14:27,urllib/http fail to sanitize a non-ascii url,15731,None,1,5,4.0
29299,2017-01-17.15:52:04,Argument Clinic: Fix signature of optional positional-only arguments,2377,None,1,None,6.0
16623,2017-01-17.14:08:56,argparse help formatter does not honor non-breaking space,1266,None,1,5,5.0
29288,2017-01-16.22:30:45,Lookup Error while importing idna from a worker thread,20788,None,1,None,1.0
29006,2017-01-16.08:07:37,"2.7.13 _sqlite more prone to ""database table is locked""",43,None,1,5,16.0
10513,2017-01-16.08:07:37,sqlite3.InterfaceError after commit,10983,None,1,5,13.0
29125,2017-01-16.07:41:20,Shell injection via TIX_LIBRARY when using tkinter.tix,25247,None,1,4,13.0
22302,2017-01-15.14:31:24,Windows os.path.isabs UNC path bug,20091,None,1,5,17.0
29278,2017-01-15.09:06:18,Python 3.6 build fails with parallel make,25198,None,1,2,3.0
29275,2017-01-14.18:14:32,time module still has Y2K issues note,18540,12260,1,6,2.0
29265,2017-01-13.22:28:44,os.cpu_count is problematic on sparc/solaris,25341,None,1,5,5.0
29266,2017-01-13.21:07:32,"test_create_connection_service_name fails if ""http"" isn't listed in /etc/services",25341,None,1,5,2.0
29268,2017-01-13.19:43:48,test_spwd fails on solaris using NIS users,25341,None,1,5,1.0
29257,2017-01-13.00:48:36,Possible error in discussion of Abstract Base Classes and abstract properties,9076,12260,1,None,1.0
29255,2017-01-12.23:35:06,selects.KqueueSelector behaves incorrectly when no fds are registered,9811,None,1,None,1.0
17824,2017-01-12.21:01:10,pty.spawn handles errors improperly,323,None,1,5,4.0
29221,2017-01-12.18:59:07,ABC Recursion Error on isinstance() with less than recursion limit class hierarchy depth,25314,None,1,5,4.0
29253,2017-01-12.13:51:51,Fix test_asyncore tests on Cygwin,13967,None,1,None,1.0
29250,2017-01-12.10:53:22,islink and stat follow_symlinks are inconsistent on Windows,16413,None,1,6,1.0
27603,2017-01-11.20:56:48,Migrate IDLE context menu items to shell extension,16632,None,1,6,9.0
29242,2017-01-11.15:03:16,Crash on GC when compiling PyPy,21981,None,1,1,1.0
29238,2017-01-11.03:53:36,Add more kwargs to cProfile's print_stats,25321,None,1,6,1.0
29113,2017-01-10.22:52:29,"modulefinder no longer finds all required modules for Python itself, due to use of __import__ in sysconfig",25177,None,1,None,3.0
28885,2017-01-10.18:47:42,Python 3.5.2 strange-behavior issues (from PyPy),43,None,1,5,20.0
22107,2017-01-10.17:12:25,tempfile module misinterprets access denied error on Windows,1633,None,1,3,36.0
9182,2017-01-10.00:52:33,document “--” as a way to distinguish option w/ narg='+' from positional argument in argparse,12620,12260,1,5,18.0
29154,2017-01-09.17:33:16,5 failures in test_doctest: ModuleNotFoundError: No module named 'IPython',13408,None,1,None,3.0
29211,2017-01-08.21:14:24,assertRaises with exceptions re-raised from a generator kills generator,343,None,1,5,1.0
29207,2017-01-08.18:03:41,make install fails on ARM,25304,None,1,1,2.0
29174,2017-01-08.13:11:16,'NoneType' object is not callable in subprocess.py,15090,None,1,5,9.0
29081,2017-01-08.05:15:20,time.strptime() return wrong result,25211,None,1,5,2.0
21242,2017-01-08.00:04:20,Generalize configure check for working Python executable,37,None,1,None,5.0
29187,2017-01-07.07:15:10,Pickle failure is raising AttributeError and not PicklingError,18508,None,1,5,2.0
29117,2017-01-06.21:51:15,dir(<bound method>) should include dunder attributes of the unbound method,16370,None,1,5,2.0
29175,2017-01-06.20:47:31,Tutorial links to file object methods are broken.,25292,12260,1,5,3.0
29183,2017-01-06.19:41:41,Unintuitive error handling in wsgiref when a crash happens in write() or close(),15272,None,1,None,1.0
29158,2017-01-06.16:54:53,Possible glitch in the interaction of a thread and a multiprocessing manager,25271,None,1,5,5.0
22135,2017-01-06.16:08:28,allow to break into pdb with Ctrl-C for all the commands that resume execution,12652,None,1,5,6.0
22231,2017-01-06.13:28:39,httplib: unicode url will cause an ascii codec error when combined with a utf-8 string header,20057,None,1,5,10.0
29054,2017-01-06.12:37:37,pty.py: pty.spawn hangs after client disconnect over nc (netcat),25181,None,1,6,9.0
29172,2017-01-06.02:03:06,blake2: Use lowest-common denominator signature of #pragma pack,8688,None,1,2,2.0
29171,2017-01-05.22:44:42,blake2: Remove unused function to avoid undefined references,8688,None,1,5,1.0
29164,2017-01-05.14:45:10,"make test always fail at 218/405 ( AssertionError: ',' not found in '1234.5' )",25275,None,1,None,2.0
29096,2017-01-05.07:06:58,unicode_concatenate() optimization is not signal-safe (not atomic),25224,None,1,None,4.0
23680,2017-01-04.15:32:49,Sporadic freeze in test_interrupted_write_retry_text,2040,None,1,5,13.0
5322,2017-01-04.14:04:23,Python 2.6 object.__new__ argument calling autodetection faulty,5513,15623,1,5,27.0
17301,2017-01-04.12:27:45,An in-place version of many bytearray methods is needed,252,None,1,6,13.0
20608,2017-01-03.23:40:34,'SyntaxError: invalid token' is unfriendly,697,None,1,6,13.0
29141,2017-01-03.22:02:00,error in 2to3,25257,None,1,None,2.0
29143,2017-01-03.17:52:07,Logger should ignore propagate property for disabled handlers.,25259,None,1,None,2.0
27671,2017-01-03.14:35:54,FAQ: len() is still function for good reason.,10371,12260,1,None,3.0
28983,2017-01-03.14:10:55,Windows: Python 3.5.2 won't install on my computer,25132,None,1,5,5.0
29020,2017-01-03.12:22:37,email: collapse_rfc2231_value has inconsistent unquoting,15037,None,1,5,5.0
29053,2017-01-03.12:21:51,mailbox: Implement >From_ decoding on input from mbox,15037,None,1,6,5.0
28945,2017-01-03.12:21:15,email: get_boundary (and get_filename) invokes unquote twice,15037,None,1,5,15.0
29013,2017-01-03.00:57:11,zipfile: inconsistent doc for ZIP64 file size,25150,12260,1,5,6.0
29124,2017-01-02.14:22:03,Freeze fails to compile on windows,25244,None,1,2,4.0
29075,2017-01-02.04:22:54,Remove Windows Vista support,16632,None,1,6,3.0
28952,2017-01-02.02:49:54,"csv.Sniffer().sniff(0) returns a value without the ""strict"" attribute",25105,None,1,5,1.0
16396,2017-01-01.18:15:16,Importing ctypes.wintypes on Linux gives a ValueError instead of an ImportError,2984,4455,1,5,17.0
29127,2017-01-01.02:44:13,Incorrect reference names in asyncio.subprocess documentation,25248,12260,1,None,1.0
29126,2017-01-01.00:00:51,Fix comments about _PyThreadState_Current,22820,None,1,6,1.0
28816,2016-12-30.09:43:41,Document if zipimport can respect import hooks to load custom files from zip.,24258,12260,1,None,4.0
29108,2016-12-30.07:04:15,Python 3.6.0 multiprocessing map_async callback,25235,None,1,5,4.0
26631,2016-12-29.18:40:36,Unable to install Python 3.5.1 on Windows 10 - Error 0x80070643: Failed to install MSI package.,23658,None,1,5,9.0
29033,2016-12-29.17:53:36,Windows Python installer rolls back when run under SYSTEM account (SCCM),25168,16632,1,5,5.0
28978,2016-12-29.12:42:44,a redundant right  parentheses in the EBNF rules of parameter_list,24993,12260,1,None,13.0
28989,2016-12-28.23:54:33,.dll files missing,25139,None,1,None,3.0
16121,2016-12-28.09:31:40,shlex.shlex.error_leader() reports incorrect line number,9138,None,1,5,12.0
28080,2016-12-27.22:57:12,Allow reading member names with bogus encodings in zipfile,10090,15623,1,6,14.0
19120,2016-12-27.13:26:30,shlex.shlex.lineno reports a different number depending on the previous token,18411,None,1,5,2.0
9004,2016-12-27.08:16:08,datetime.utctimetuple() should not set tm_isdst flag to 0,1427,1427,1,5,5.0
10614,2016-12-26.13:06:43,ZipFile: add a filename_encoding argument,2529,None,1,6,15.0
1116520,2016-12-26.01:40:14,Prefix search is filesystem-centric,149,None,1,6,12.0
29067,2016-12-25.12:49:04,Source archive: wrong directory attributes,25199,5248,1,5,1.0
22942,2016-12-24.10:09:27,Language Reference - optional comma,20484,12260,1,6,4.0
28971,2016-12-24.06:54:18,nntplib is broken when responses are longer than _MAXLINE,12652,None,1,5,25.0
28968,2016-12-23.23:32:32,xml rpc server fails with connection reset by peer error no 104,25118,None,1,5,13.0
28559,2016-12-23.22:49:03,Unclear error message when raising wrong type of exceptions,24698,None,1,6,2.0
28702,2016-12-23.22:48:41,"Confusing error message when None used in expressions, eg. ""'NoneType' object has no attribute 'foo'""",44,44,1,6,6.0
12129,2016-12-23.08:39:36,Document Object Model API - validation,14301,None,1,5,7.0
29045,2016-12-22.07:24:32,Outdated C api doc about Windows error,21530,12260,1,None,3.0
16058,2016-12-21.18:33:47,ConfigParser no longer deepcopy compatible in 2.7,3924,None,1,None,3.0
29036,2016-12-21.16:15:12,logging module: Add `full_module_name` to LogRecord details,11519,None,1,6,1.0
28988,2016-12-21.10:07:30,Switch dict and set structures to PyVarObject,15623,114,1,6,6.0
29010,2016-12-20.14:57:49,Incorrect description about scope related with inheritance,24993,12260,1,None,12.0
24165,2016-12-20.13:03:36,Free list for single-digits ints,15623,None,1,7,22.0
28158,2016-12-20.11:20:53,Implement LOAD_GLOBAL opcode cache,16198,16198,1,7,13.0
15729,2016-12-20.05:48:18,PyStructSequence_NewType enhancement,15796,None,1,6,3.0
29017,2016-12-19.19:03:48,Docs: PySide is provided by 'The Qt Company' and not by 'Nokia',25156,12260,1,None,1.0
22139,2016-12-19.07:59:09,python windows 2.7.8 64-bit did not install,20007,None,1,5,20.0
28982,2016-12-18.06:48:13,"multiprocessing.Queue.get(block=True, timeout=0) always raises queue.Empty",25131,None,1,5,5.0
29001,2016-12-17.20:00:59,logging.handlers.RotatingFileHandler rotation broken under gunicorn,25142,None,1,5,1.0
14364,2016-12-17.17:52:20,Argparse incorrectly handles '--' as argument to option,12351,None,1,None,11.0
28995,2016-12-17.00:09:00,pathlib.WindowsPath.resolve() test expects short path,16632,None,1,5,1.0
28977,2016-12-16.08:49:50,Document PyObject_CallFunction() special case more explicitly,2377,12260,1,None,5.0
28981,2016-12-15.18:08:08,distutils/check.py overzealous catch block hides errors,22922,None,1,5,1.0
11322,2016-12-15.16:11:31,encoding package's normalize_encoding() function is too	slow,4,None,1,7,10.0
7291,2016-12-15.14:58:30,urllib2 cannot handle https with proxy requiring auth,11442,1741,1,None,23.0
28967,2016-12-15.08:54:54,copy.copy fails on threading.local subclass,22444,None,1,5,4.0
7434,2016-12-15.07:42:40,general pprint rewrite,10729,None,1,6,18.0
28931,2016-12-15.05:13:53,"urllib ignores FTP 226 response, breaking further FTP requests",20235,None,1,5,4.0
25458,2016-12-14.22:48:22,ftplib: command response shift - mismatch,22717,None,1,5,15.0
28973,2016-12-14.16:33:49,The fact that multiprocess.Queue uses serialization should be documented.,25121,12260,1,6,6.0
28970,2016-12-14.11:36:48,ctypes.from_buffer counterpart to actively remove the mapping,5724,None,1,5,1.0
11007,2016-12-13.20:37:36,stack tracebacks should give the relevant class name,13648,None,1,6,10.0
28190,2016-12-13.15:07:58,Cross-build _curses failed if host ncurses headers and target ncurses headers have different layouts,21917,None,1,2,20.0
28948,2016-12-13.14:28:24,Facing issue while running Python 3.6.0rc1 windows x86-64 web based installer,25103,None,1,None,9.0
28953,2016-12-12.21:43:40,Use `raise from` when raising new IncompleteRead,11519,None,1,5,1.0
28937,2016-12-12.17:28:41,str.split(): remove empty strings when sep is not None,19,None,1,6,23.0
28921,2016-12-12.16:49:06,Make str.count one character for latin1 string faster,21530,None,1,6,5.0
28874,2016-12-12.14:19:37,test_logging fails and freezes,22903,None,1,5,3.0
26683,2016-12-12.12:13:40,Questionable terminology for describing what locals() does,114,12260,1,None,6.0
795081,2016-12-12.12:01:53,email.Message param parsing problem II,1417,None,1,6,9.0
25035,2016-12-12.06:06:04,Getter/setter for argparse keys,12509,12260,1,6,8.0
28940,2016-12-11.20:53:16,__length_hint__ isn't a hint for list(),925,None,1,None,1.0
28934,2016-12-11.03:00:15,_mboxMMDF#get_message should delegate to get_bytes,15037,None,1,6,2.0
28882,2016-12-10.00:28:35,Slice confusing with negative stop and strides and the 0th element.,11657,12260,1,None,6.0
28926,2016-12-09.20:55:37,subprocess.Popen + Sqlalchemy doesn't wait for process,25085,None,1,5,1.0
22294,2016-12-09.02:37:20,"2to3 consuming_calls:  len, min, max, zip, map, reduce, filter, dict, xrange",19912,None,1,6,1.0
28913,2016-12-08.23:48:33,"""Fatal Python error: Cannot recover from stack overflow."" from RecursionError in Python 3.5",25080,None,1,1,1.0
28908,2016-12-08.20:35:47,pydoc getdocloc() is broken,83,None,1,5,3.0
28901,2016-12-08.16:32:23,Windows: document that site is not imported by default by embeddable distribution,22844,12260,1,6,3.0
672115,2016-12-07.19:15:51,Assignment to __bases__ of direct object subclasses,140,None,1,6,18.0
28895,2016-12-07.15:47:41,Two suggestions for windows.html,4041,12260,1,6,1.0
28884,2016-12-07.10:37:17,Python 3.5.2 non-segfaulting bugs (from PyPy),43,None,1,5,15.0
10401,2016-12-07.09:57:49,Globals / builtins cache,2040,None,1,7,5.0
28328,2016-12-07.09:45:22,statistics.geometric_mean has no tests. Defer to 3.7?,1118,9511,1,5,10.0
28891,2016-12-07.01:36:23,Standardise more behaviours for zero-argument super() __class__ and __classcell__,1309,None,1,5,2.0
28890,2016-12-06.20:27:33,logging.handlers: Document that QueueListener is a daemon thread,25068,12260,1,6,None
28724,2016-12-06.09:25:36,"Add method send_io, recv_io to the socket module.",24977,None,1,6,7.0
28742,2016-12-06.08:44:44,"argparse.ArgumentDefaultsHelpFormatter sometimes provides inaccurate documentation of defaults, so they should be overrideable",24884,None,1,6,6.0
3687,2016-12-06.00:26:48,Popen() object stdout attribute reassignment behaviour,9144,12260,1,5,4.0
28881,2016-12-05.22:37:52,int no attribute 'lower' iterating email.Message,25060,None,1,None,6.0
28877,2016-12-05.09:58:40,Cannot compile _ssl.o on HP-UX,25040,None,1,None,1.0
28869,2016-12-04.23:15:31,__module__ attribute is not set correctly for a class created by direct metaclass call,21414,None,1,5,5.0
28857,2016-12-04.20:31:03,SyncManager and Main Process fail to communicate after reboot or stoping with Ctrl - C,25049,None,1,1,4.0
17546,2016-12-03.04:44:05,Document the circumstances where the locals() dict get updated,2984,12260,1,6,42.0
26363,2016-12-03.03:06:47,__builtins__ propagation is misleading described in exec and eval documentation,18418,12260,1,None,9.0
22057,2016-12-03.02:32:54,"The doc say all globals are copied on eval(), but only __builtins__ is copied",19938,114,1,None,7.0
28859,2016-12-02.22:25:52,os.path.ismount sometimes raises FileNotFoundError on Windows,22845,None,1,None,1.0
28850,2016-12-02.09:39:57,Regression in Python 3: Subclassing PrettyPrinter.format doesn't work anymore,17407,None,1,5,1.0
27779,2016-12-01.21:52:27,Sync-up docstrings in C version of the the decimal module,114,11089,1,None,15.0
28840,2016-12-01.21:06:55,IDLE: Document tk's long line display limitation,25039,155,1,5,4.0
17490,2016-12-01.12:21:42,Improve ast.literal_eval test suite coverage,1309,None,1,6,12.0
28841,2016-12-01.04:40:56,urlparse.urlparse() parses invalid URI without generating an error (examples provided),19973,None,1,5,8.0
28842,2016-11-30.19:32:56,PyInstanceMethod_Type isn't hashable,5862,None,1,5,2.0
22039,2016-11-30.10:55:40,PyObject_SetAttr doesn't mention value = NULL,2040,12260,1,5,3.0
20215,2016-11-29.23:54:50,socketserver.TCPServer can not listen IPv6 address,18837,None,1,6,13.0
28795,2016-11-29.21:17:55,"Misleading stating, that SIGINT handler is installed by default",25010,12260,1,5,4.0
5225,2016-11-29.05:27:05,"OS X ""Update Shell Profile"" may not update $PATH if run more than once",5248,None,1,5,9.0
28824,2016-11-28.21:38:12,os.environ should preserve the case of the OS keys ?,22446,None,1,None,7.0
28288,2016-11-28.18:31:46,Expose environment variable for Py_Py3kWarningFlag,24652,None,1,6,19.0
14844,2016-11-28.05:03:36,netrc does not handle accentuated characters,15995,None,1,None,5.0
28775,2016-11-27.12:55:56,Option to set startup directory in IDLE,114,155,1,6,5.0
28673,2016-11-27.07:38:24,pyro4 with more than 15 threads often crashes 2.7.12,24939,None,1,1,18.0
28809,2016-11-26.18:05:22,mention asyncio.gather non-deterministic task starting order,23069,12260,1,6,1.0
8145,2016-11-26.15:18:23,Documentation about sqlite3 isolation_level,12030,12260,1,6,11.0
28780,2016-11-26.11:15:20,netrc throws NetrcParseError for record without 'password',25007,None,1,5,1.0
28343,2016-11-24.21:31:57,Bad encoding alias cp936 -> gbk: euro sign,24708,None,1,5,4.0
28693,2016-11-24.21:31:35,No EUDC (HKSCS)  support in Windows cp950,24708,None,1,5,4.0
28694,2016-11-24.17:44:54,tkinter interface to fontchooser,24959,None,1,6,6.0
10721,2016-11-24.03:10:59,Remove HTTP 0.9 server support,2040,None,1,5,13.0
27761,2016-11-23.15:34:51,Private _nth_root function loses accuracy,9511,9511,1,5,51.0
10414,2016-11-23.02:40:04,Python does not work on an IPv6 only host,12902,None,1,5,3.0
4347,2016-11-22.17:32:11,Circular dependency causes SystemError when adding new syntax,4072,None,1,5,22.0
26072,2016-11-22.11:54:13,pdb fails to access variables closed over,16370,None,1,5,10.0
15851,2016-11-21.23:36:24,"Lib/robotparser.py doesn't accept setting a user agent string, instead it uses the default.",16488,None,1,6,15.0
19948,2016-11-21.09:29:50,POSIX semantics of PATH search in execvpe is not respected,18538,None,1,5,10.0
27583,2016-11-19.23:33:08,configparser: modifying default_section at runtime,24295,12260,1,5,5.0
28729,2016-11-19.15:15:37,Exception from sqlite3 adapter masked by sqlite3.InterfaceError,14478,None,1,5,4.0
28719,2016-11-19.09:14:23,zipfile increase in size,13602,15623,1,5,6.0
28159,2016-11-18.19:46:51,Deprecate isdst argument in email.utils.localtime,1427,None,1,None,6.0
28398,2016-11-18.17:12:44,Return singleton empty string in _PyUnicode_FromASCII,21530,15623,1,6,10.0
28737,2016-11-18.16:47:36,Document that tp_dealloc handler must call PyObject_GC_UnTrack if Py_TPFLAGS_HAVE_GC is set,24983,12260,1,None,1.0
25731,2016-11-18.16:16:55,Assigning and deleting __new__ attr on the class does not allow to create instances of this class,22929,None,1,5,10.0
28730,2016-11-18.14:57:16,__reduce__ not being called in dervied extension class from datetime.datetime,24984,None,1,5,7.0
28712,2016-11-17.15:54:34,Non-Windows mappings for a couple of Windows code pages,24708,None,1,5,23.0
26786,2016-11-17.08:07:06,bdist_msi duplicates directories with names in ALL CAPS to a bogus location,20235,None,1,5,1.0
1633941,2016-11-15.16:32:00,for line in sys.stdin: doesn't notice EOF the first time,169,None,1,5,20.0
21090,2016-11-15.14:32:26,File read silently stops after EIO I/O error,10573,None,1,None,17.0
28569,2016-11-14.17:04:07,mock.attach_mock should work with any return value of patch(),24865,None,1,5,11.0
28646,2016-11-13.21:09:46,Using a read-only buffer.,18617,None,1,6,2.0
23284,2016-11-13.01:26:54,Improve termcap detection in setup.py,2356,None,1,None,12.0
28672,2016-11-12.05:50:12,"Explain in the ""Data Model"" document why arguments to __init__ are ok when __new__ is not defined",12103,12260,1,6,1.0
21973,2016-11-11.21:26:48,"IDLE: catch user cfg file error, better error message, continue",19892,155,1,5,12.0
28661,2016-11-11.14:55:45,Fix code example in Python 3.5 telnetlib documentation,24933,None,1,6,4.0
28654,2016-11-11.07:02:40,sys.stdout.isatty() returns True even if redirected to NUL,24924,None,1,None,5.0
28591,2016-11-10.23:13:37,imghdr doesn't recognize some jpeg formats,24880,None,1,6,14.0
28650,2016-11-09.16:05:49,concurrent.futures.ThreadPoolExecutor: tasks in queue not marked as done,24920,None,1,5,1.0
28607,2016-11-08.23:12:38,C implementation of parts of copy.deepcopy,24893,None,1,7,2.0
28610,2016-11-08.20:33:34,Provide PDB hook to customize how to find source files,23466,None,1,6,5.0
27589,2016-11-08.16:30:27,asyncio doc: issue in as_completed() doc,2377,12260,1,None,6.0
28628,2016-11-07.19:55:40,Failure to add signal handlers for any signal but SIGINT,24908,None,1,5,3.0
23218,2016-11-07.19:33:39,Modernize the IDLE Find/Replace/Find in Files dialogs,15585,None,1,6,7.0
27860,2016-11-07.13:46:49,Improvements to ipaddress module,15918,None,1,6,3.0
9621,2016-11-06.21:14:53,Graphviz output for 2to3 fixer patterns,12166,None,1,6,10.0
21501,2016-11-06.16:40:20,submitting mmap example for use in documentation,19587,12260,1,6,3.0
28542,2016-11-05.19:18:50,document cross compilation,12652,12652,1,6,12.0
28619,2016-11-05.11:37:21,[Patch] Stop using inet_ntoa() when possible.,22884,None,1,None,1.0
19899,2016-11-04.20:44:22,No test for thread.interrupt_main(),3108,None,1,5,8.0
28608,2016-11-04.07:54:44,Support creating hardlink using `pathlib`,11519,None,1,6,None
28601,2016-11-03.18:46:38,Ambiguous datetime comparisons should use == rather than 'is' for tzinfo comparison,24890,1427,1,5,2.0
25251,2016-11-03.15:46:58,Unknown MS Compiler version 1900,15283,None,1,5,14.0
20847,2016-11-02.21:28:11,asyncio docs should call out that network logging is a no-no,5,2377,1,6,7.0
28499,2016-11-02.20:53:10,Logging module documentation needs a rework.,24824,12260,1,6,9.0
28576,2016-11-01.15:30:30,Uninstalling Py352 x86 with /uninstall option does not remove prepended paths,24635,16632,1,5,3.0
18987,2016-11-01.09:37:50,distutils.utils.get_platform() for 32-bit Python on a 64-bit machine,18339,7641,1,5,22.0
28570,2016-10-31.23:57:08,httplib mishandles unknown 1XX status codes,18753,None,1,5,4.0
28571,2016-10-31.21:30:43,"llist and scipy.stats conflicts, python segfault",16014,None,1,1,3.0
28565,2016-10-31.09:43:41,datetime.strptime %Z doesn't produce aware object,14399,None,1,6,2.0
27275,2016-10-30.15:28:13,KeyError thrown by optimised collections.OrderedDict.popitem(),24085,15623,1,5,20.0
28259,2016-10-30.09:40:56,Ctypes bug windows,24650,None,1,1,13.0
28552,2016-10-29.18:58:08,Distutils fail if sys.executable is None,24853,None,1,5,5.0
28473,2016-10-29.18:47:04,mailbox.MH crashes on certain Claws Mail .mh_sequences files,24810,None,1,6,7.0
26578,2016-10-29.11:19:59,Bad BaseHTTPRequestHandler response when using HTTP/0.9,21530,None,1,5,6.0
28539,2016-10-29.02:48:34,httplib/http.client HTTPConnection._set_hostport() regression,24844,None,1,None,11.0
28551,2016-10-28.21:59:14,sysconfig.py wrong _PROJECT_BASE for Py2.7 Windows 64bit PC/VS9.0,17652,None,1,5,1.0
28546,2016-10-28.18:04:44,Better explain setting pdb breakpoints,24848,12260,1,None,1.0
2943,2016-10-28.16:49:49,Distutils should generate a better error message when the SDK is not installed,7271,None,1,5,19.0
28528,2016-10-27.18:19:54,Pdb.checkline(),14007,None,1,5,1.0
28540,2016-10-27.17:47:27,math.degrees(sys.float_info.max) should throw an OverflowError exception,23812,None,1,None,4.0
28516,2016-10-26.03:13:38,contextlib.ExitStack.__enter__ has trivial but undocumented behavior,24832,12260,1,None,6.0
2786,2016-10-25.22:02:52,"Names in function call exception should have class names, if they're methods",7320,None,1,6,27.0
28536,2016-10-25.21:57:41,Show the qualified name when a call fails,18276,None,1,None,3.0
28534,2016-10-25.18:32:53,Replace asynchat,24617,None,1,None,1.0
28029,2016-10-25.15:24:49,Replace and empty strings,24549,None,1,5,10.0
27495,2016-10-25.14:59:16,Pretty printing sorting for set and frozenset instances,24241,15623,1,6,7.0
28054,2016-10-25.11:42:35,Diff for visually comparing actual with expected in mock.assert_called_with.,24561,None,1,6,3.0
26085,2016-10-25.06:59:21,Document default tk Text class bindings for tkinter and IDLE,23220,155,1,5,5.0
26660,2016-10-24.19:52:46,tempfile.TemporaryDirectory() cleanup exception on Windows if readonly files created,12651,None,1,6,1.0
28519,2016-10-24.12:03:04,Update pydoc tool to support generic types,21414,12260,1,6,1.0
28457,2016-10-23.20:25:07,Make public the current private known hash functions in the C-API,114,None,1,None,2.0
28502,2016-10-22.05:46:35,[Patch] Make os.chdir() optional,22884,None,1,None,1.0
28501,2016-10-22.05:31:45,[Patch] Make os.umask() optional,22884,None,1,None,1.0
27701,2016-10-22.05:17:07,[posixmodule] [Refactoring patch] Simply call into *at() functions unconditionally when present,22884,None,1,None,3.0
21081,2016-10-21.21:02:40,missing vietnamese codec TCVN 5712:1993 in Python,9426,None,1,6,15.0
28474,2016-10-20.16:48:50,WinError(): Python int too large to convert to C long,24812,None,1,5,6.0
28478,2016-10-20.07:55:02,Built-in module 'time' does not enable functions if -Werror specified in the build environment,24815,None,1,5,2.0
22431,2016-10-19.22:04:28,Change format of test runner output,20162,None,1,6,10.0
28477,2016-10-19.18:17:27,Add optional user argument to pathlib.Path.home(),19135,None,1,None,2.0
28470,2016-10-18.16:55:09,configure.ac -g debug compiler option when not Py_DEBUG,24803,None,1,None,1.0
28463,2016-10-18.16:49:07,Email long headers parsing/serialization,24518,None,1,None,7.0
11632,2016-10-18.15:23:47,difflib.unified_diff loses context,13985,None,1,5,5.0
28462,2016-10-18.05:32:04,subprocess pipe can't see EOF from a child in case of a few children run with subprocess,24800,None,1,5,2.0
28464,2016-10-17.21:54:11,BaseEventLoop.close should shutdown executor before marking itself closed,24804,None,1,5,1.0
28404,2016-10-17.13:27:25,Logging SyslogHandler not appending '\n' to the end,24749,None,3,5,4.0
